handle,name,age,num_of_tweets,has_profile,has_pic,num_following,num_of_favorites,num_of_lists,num_of_followers
BarackHate,I Hate Barack Obama,1706,2,0,1,43,0,0,74
yorkshireteapot,barack obama.,2738,101,1,1,167,3,0,82
IwashiObama,Barack Obama,1658,2127,0,1,45,1035,0,44
BuracoObama,Barack Obama,1141,75,0,1,553,3,0,218
baracktherock1,Barack Obama,704,9,0,1,9,21,0,9
ltstheesmasher,Barack Obama,930,997,0,1,490,798,3,20
BxrackObama,barack obama,1110,97,0,1,2,55,0,101
HiddenTruthX,Barack Obama,880,7,0,1,422,55,0,80
GigaGjA,Barack Obama,846,147,0,1,70,83,0,52
Cap_POTUS,Barack Obama,837,9,0,1,22,1,0,26
Barack_0bama,Barack Obama,2988,0,0,1,0,0,1,66
BC4_BarackObama,Belles 4 BarackObama,2046,105,1,1,34,1,0,65
tbagbarackobama,Teabag Barack Obama,3058,236,1,1,2583,0,21,2002
BarackObamaDemo,Barack Obama,2119,19,1,1,2,0,0,9
OBAMATOON,Barack Obama,3228,14,1,1,3,0,8,819
OBAMA_IN_CAPS,BARACK OBAMA,1290,9,0,1,14,2,0,10
TwetBarackObama,Barack Obama,1332,13,0,1,150,0,3,20
BarackHusainO,Barack Husain Obama,3026,3,0,1,23,0,1,72
barackobama1418,barack obama,1233,9,0,1,16,1,0,28
BObamaUSA,Barack Obama,1931,80,1,1,58,2,0,38
usapresident09,Barack Obama,3138,24,0,0,5,0,1,132
BarackObamaClub,Barack Obama,739,6,0,1,6,3,0,134
BarckCbama,Barack Obama,1164,49,0,1,855,24,0,146
BarackObamaCH,Barack Obama,881,21,0,1,49,9,0,66
ThankYouBarack,Thanks Obama,1487,12,0,1,520,1,0,76
imdizzy3,@Barack Obama,1531,19,0,1,520,2,0,205
No_Drama_Obama,Barack Obama ,974,10,0,1,26,1,0,23
hmu_barack,hmu obama,635,14,0,1,1,10,0,21
_Obama_Barack,Barack Obama,1656,2,1,1,293,1,0,116
BarackObamaPark,Barack Obama Park,1752,6,1,1,15,13,0,27
p____o___q,Barack Obama,497,1,0,1,8,0,0,9
SafanObama,Barack Safan Obama,1098,187,0,1,1009,1046,1,77
ElBarackObama,Barack Obama,2561,78,1,1,80,0,23,58
barackobama85,Barack Obama,2064,4,0,1,30,0,0,22
Barack0bamma,Barack Obama,2706,134,0,1,0,0,0,57
abotrazak1,barack obama,1970,4,0,1,193,0,0,48
Deebridge50,Barack Obama,2394,639,1,1,139,1,0,52
INSnewsUS,Barack Obama,1537,1025,0,1,121,49,0,56
BarackObama_LA,Barack Obama,2375,15,1,1,3,0,0,46
ObamaRussia,Barack Х. Obama,2352,67,1,1,20,0,8,643
BarakObama77,Barack Obama,1662,1424,1,1,165,1,5,1629
TestAvatar,Barack Obama,3189,1,0,0,1,0,4,146
BarackObama01,BarackObama01,3460,0,0,0,0,0,0,44
ProbablyObama,Barack OBAMA,21,2,0,1,89,0,0,6
BarackObama46_,Barack Obama,123,36,0,1,52,0,0,15
BarackObama1210,Barack Obama,476,10,0,1,0,0,0,1
TrollBarakObama,Barack Obama,480,17,0,1,110,0,0,18
BarackJr2016,"Barack Obama, Jr.",579,9,0,1,0,0,0,0
BarackGeheim,Barack Obama,648,0,0,1,34,0,0,3
ObaamaaObama,Barack Obama ,720,8,1,1,1,5,0,2
WhiteHouseOffic,Barack Obama,816,1,0,1,0,0,0,7
ObamaObama100,Barack Obama,773,0,0,1,40,0,0,2
barack_potus,Barack Obama,850,8,0,1,13,0,0,4
tinyfaceobama,Barack Obama,1166,4,0,1,2,0,0,0
barrackofollow,barack obama,1197,23,0,1,2,0,0,1
piasikng,Barack Obama,1200,69,0,1,529,66,0,56
Baracko0bama,Barack Obama,1220,2,0,1,3,0,0,6
_BarrackObama__,Barack Obama,1538,1,0,1,0,0,0,9
obamax9,Barack Obama,1710,1,0,1,32,0,0,4
obama_w,barack obama ,1754,0,0,1,0,0,0,0
barack_fans,Barack Obama Fans,1759,7,0,1,25,0,0,3
BarackFans,Barack Obama,1772,108,0,1,12,1,0,14
BarackW,Barack Obama 2016,1773,6,0,1,145,0,0,12
ABarackObama,#1 Barack Obama ,1774,2,1,1,0,0,0,16
darackodama,Barack Obama,1888,108,0,1,6,9,0,7
BarackObama_003,BarackObama,1901,3,0,1,5,86,0,3
barackgostoso,Barack Obama,2067,2,1,1,3,0,0,0
Barack_ObamaJr,Barack_ObamaJR,2094,24,0,1,0,0,0,0
BarackOdama,Barack Obama,2209,32,0,1,0,0,0,6
MrBarackObamaUS,Barack Obama,2786,6,1,1,9,1,0,2
bsobamasays,BS Barack Obama Says,1951,49,0,1,63,0,18,669
danksinatra__,Barack Obama,169,1,0,1,9,28,0,3
barackobama176,Barack Obama,247,1,0,1,29,0,1,3
BarackObama_74,BarackObama,392,2,0,1,1,1,0,1
barackhobama_44,Barack Obama,477,11,0,1,92,0,0,19
obama_hbarack,Barack Hussain Obama,547,3,0,1,20,1,0,8
fuckboy_posts,Barack Obama,643,0,0,1,0,0,0,0
UZmTgRAZLMqLxih,Barack Hussein Obama,703,10,0,1,19,0,0,2
BarackObama1345,Barack Obama,914,4,0,1,43,3,0,1
news_barack,Barack Obama ,948,25,1,1,55,0,0,5
ObaidObama,Obaid Barack Obama,1219,8,0,1,38,0,0,11
malpops,Barack Obama,1264,0,0,1,0,0,0,0
barackobumuh,Barack Obama,1292,20,0,1,0,0,0,0
skipalloy24,BARACK OBAMA,1339,4,0,1,1,0,0,0
ObamaView,Barack Obama,1499,5,0,1,1,0,0,0
BarrrackobamaUs,Barack Obama,1576,3,0,1,0,0,0,1
FratBoyStatus,Barack Obama,1831,0,0,1,1,0,0,0
baracko51692126,barack obama,1879,1,0,1,19,0,0,1
NewBarack,Barack Obama,2053,0,0,1,7,0,0,1
BringBackBarack,Re-Elect Obama 2012,2334,4,1,1,24,0,0,15
Prez_Obama,Barack Obama,2597,1,1,1,0,0,0,2
Barrack_Obama44,Barack Obama,136,475,0,1,134,40,0,43
AltBarackObama,Alt Barack Obama,232,1,0,1,6,3,0,0
ObamaBuzz,Barack Obama,303,97,0,1,12,469,1,28
BarackaObama1,Barack obama,476,0,0,1,38,0,0,13
Barack_Obama66,Barack Obama,476,3,0,1,0,0,0,0
ObamaO64315830,Barack Obama,477,10,0,1,97,32,0,7
iamthebarack,Barack Obama,478,10,0,1,20,0,0,4
ObamaO82206603,Barack Obama,478,10,0,1,77,0,2,11
barausnbei,Barack Obama,556,1,0,1,0,0,0,0
Xx_Obama_xX,Barack Obama,605,1,0,1,0,0,0,0
support_oaamb,Barack Obama,645,0,1,1,0,0,0,6
barack_obama41,Barack Obama,707,1,0,1,0,0,0,1
PresidentFobama,Barack Obama,790,9,1,1,37,3,0,12
obamapersonalac,Barack Obama,1009,8,0,1,1,1,0,1
barackobama8272,Barack Obama,1078,0,0,1,0,0,0,6
PANDADUSWAG,Barack Obama ,1179,1,1,1,8,0,0,0
OfficialBObama,Barack Obama,1272,1,0,1,0,0,0,2
Presiden_AS,Barack Obama,1288,1,0,1,4,0,0,17
presObamaBarack,Barack Obama,1407,2,0,1,5,0,0,5
BaracHussein,Barack Hussein Obama,1577,2,0,1,15,0,0,28
AmazingsPhil,Barack Obama,1587,3,0,1,4,0,0,1
OBAMA2012WH,Barack Obama,1608,1,0,1,1,0,0,2
barack0b_ama,Barack Obama,1697,2,0,1,0,0,0,0
OBarack6,Barack Obama,1900,0,0,1,0,0,0,7
BarackObama_001,Barack Obama,1911,27,0,1,6,311,0,2
BarackObamaDoc,Arron Kinser,1949,3,0,1,40,0,0,4
BarackObamamaa,Barack Obama,1970,5,0,1,4,1,0,1
OBAMA20158,BARACK_OBAMA,2482,3,0,1,103,0,0,33
BarackObama207,Obama❤💗,310,0,0,1,2,1,0,7
BarackO2012,Barack Obama,313,10,0,1,99,7,0,4
ObamaMeme_,Barack Obama,572,0,0,1,0,0,0,4
ObawaBarack,Barack obama,1058,0,0,1,1,0,0,1
Baracak0bama,Barack Obama,1167,68,0,1,0,0,0,16
BarackObannna,Barack Obama,1412,3,0,1,0,0,0,0
Barack185,Barack Obama Türkçe,1607,5,0,1,0,0,0,3
BaraackObaamaa,Barack Obama,1621,8,0,1,11,0,0,5
BarackO97650932,Barack Obama,1773,3,0,1,1,0,0,0
BarackO62303086,Barack Obama,1789,2,0,1,0,0,0,0
xMCxOBAMAx,Barack Obama,1863,34,1,1,69,0,0,5
barack_obama_jr,バラク・フセイン・オバマ・ジュニア,2227,59,0,1,1,0,0,1
Obama_Black,Barack Obama,2258,66,0,1,2,0,0,0
Obama44th,Barack Hussein Obama,2887,1,0,1,0,0,0,5
BarackObamra,Barack Obama,304,1,0,1,0,1,0,1
LethicyaPereir4,Barack Obama ✌,315,36,0,1,36,153,0,33
barackdaddyo,Barack Obama,395,0,0,1,0,0,0,0
BarackObama__45,Barack Obama,417,6,0,1,1,0,0,2
husein0vi4,Barack Obama,427,7,0,1,10,0,0,1
Barack44obama,Barack Obama,479,10,0,1,8,3,0,2
Barack_Obama125,Barack_Obama,567,0,0,1,38,0,0,8
ippanthony17,Barack Obama,572,13,0,1,1,0,0,0
unofficialPol,Barack Hussein Obama,588,0,0,1,4,0,0,1
BarackObama126,SirMatos,654,21,0,1,184,235,0,26
FormerPOTUS,Soon - Barack Obama,847,1,0,1,3,0,0,10
BarakOb29571963,Barack Obama,944,0,0,1,1,0,0,10
Are_BarackObama,Pyllse obama,1012,0,0,1,1,0,0,0
facade007,Barack Obama,1027,4,0,1,13,0,0,1
bobama_34,Barack Obama,1146,1,1,1,153,1,0,21
wwebarackobama,wwe barack obama,1252,27,0,1,202,1,0,28
TeenObama,#Barack obama,1337,2,0,1,2,0,0,0
RealObamaB_,Barack Obama,1640,1,1,1,1,0,0,1
eames12,Barack Obama,1909,57,0,1,58,3,0,3
BarackObama2011,Barack Obama 2012,2088,21,0,1,423,0,0,4
barackwhouse,Barack Obama,2724,7,1,1,6,0,0,2
presidentBO,barack obama,3064,3,0,1,21,0,1,79
Suhejl10,Barack Not Obama,248,0,0,1,6,38,0,0
eeuubho,Barack Hussein Obama,404,2,0,1,55,3,0,3
LightskinObama8,Barack Obama,480,11,0,1,1,0,0,1
barackusp,Barack Obama,673,76,1,1,157,14,1,19
asdf66666666,barack obama,1019,1,0,1,99,7,0,6
Barackkkkk,Barack Obama,1150,3,0,1,0,0,0,0
Mr_BarackObama_,Barack_Obama_,1611,0,0,1,1,0,0,3
pmpdpgwgpmku,Barack Obama,1623,0,0,1,0,0,0,0
RomneyBro,Barack Obama,1686,0,0,1,0,0,0,1
BarackObamaEUA_,Barack Obama,1876,0,0,1,0,0,0,0
SouObama,Barack Obama,1996,0,0,1,1,0,0,1
BarryObamaReply,Barack Obama,2376,68,0,1,13,0,1,12
askbarackobama,Barack Obama,2556,30,0,1,3,0,0,13
the_prince28,Barack Obama,2649,0,1,1,2,0,0,2
barackportal,Barack Obama,2880,4,0,1,22,0,0,2
baracktheobama,Barack Obama,3037,1,0,1,20,0,1,26
obamatwit,Barack Obama,3046,2,1,1,1,0,1,42
atBarackObama,Itsami Amario,378,4,0,1,3,1,0,0
barakk0bama,Barack Obama,471,1,0,1,0,0,0,3
mynamewasobama,Barack Obama,477,1,0,1,0,0,0,0
hdhdhshdhx,BARACK OBAMA,858,2,0,1,0,0,0,0
ObamaB_Fr,Barack Obama France,1105,4,0,1,19,0,0,13
BarackObama247,Barack Obama,1177,0,0,1,1,0,0,0
ImDaBarackObama,BarackObama,1226,3,0,1,0,0,0,0
IllumaticChrist,Barack Obama,1211,0,0,1,0,0,0,0
Baouack,Barack Obama,1247,5,0,1,82,0,0,11
styyleshoran_31,Barack Obama,1272,85,0,1,933,0,0,18
